,train,test
71,3.089879274368286,18.581249237060547
72,3.1621570587158203,11.927424430847168
73,3.065258026123047,23.22966957092285
74,3.078625440597534,15.845355987548828
75,3.0253303050994873,10.491175651550293
76,2.970062732696533,5.534991264343262
77,3.052618980407715,53.48747253417969
78,3.911118268966675,12.509737014770508
79,3.0278139114379883,17.187950134277344
80,3.001136064529419,5.034068584442139
81,3.1586616039276123,18.940534591674805
82,3.0416204929351807,21.21477699279785
83,3.012852191925049,18.723329544067383
84,2.9036667346954346,18.246192932128906
85,2.8569817543029785,16.636560440063477
86,2.890125274658203,11.541688919067383
87,2.8739516735076904,5.8291850090026855
88,2.937894344329834,13.109508514404297
89,2.8681979179382324,17.624330520629883
90,2.785344362258911,14.06309700012207
91,2.8238070011138916,10.117457389831543
92,2.864006996154785,5.235233306884766
93,2.9747331142425537,17.636516571044922
94,2.8134682178497314,16.71450424194336
95,2.82704758644104,47.77519226074219
96,3.011845111846924,12.197990417480469
97,2.8197057247161865,18.148006439208984
98,2.748002529144287,15.38169002532959
99,2.7346103191375732,18.292749404907227
100,2.706993579864502,28.298437118530273
101,2.779589891433716,39.35102081298828
102,2.8237411975860596,19.42906951904297
103,2.749354124069214,44.19685363769531
104,2.8868751525878906,23.961036682128906
105,2.710089921951294,19.03737449645996
106,2.6398825645446777,20.32892608642578
107,2.7007393836975098,11.056544303894043
108,2.6642768383026123,41.75180435180664
109,2.778324842453003,15.766241073608398
110,2.6507978439331055,20.231769561767578
111,2.631230354309082,9.73071002960205
112,2.7200021743774414,17.6563720703125
113,2.6235976219177246,18.529067993164062
114,2.6289942264556885,15.105691909790039
115,2.6315300464630127,4.975890636444092
116,2.768340587615967,20.7576961517334
117,2.5939600467681885,9.123619079589844
118,2.5756773948669434,34.923099517822266
119,2.7560880184173584,12.629764556884766
120,2.6114304065704346,20.98845100402832
121,2.660229444503784,40.245765686035156
122,2.819490671157837,18.608800888061523
123,2.637084722518921,15.647562026977539
124,2.5789127349853516,15.154255867004395
125,2.4911649227142334,12.326848030090332
126,2.558356523513794,16.52924919128418
127,2.5693225860595703,37.375511169433594
128,3.185595989227295,9.629578590393066
129,2.6302754878997803,15.581995010375977
130,2.587113618850708,22.45697021484375
131,2.6549875736236572,9.27176284790039
132,2.6309962272644043,16.548795700073242
133,2.612260580062866,21.098426818847656
134,2.5197417736053467,5.29957389831543
135,2.650916576385498,11.236968994140625
136,2.598449230194092,5.652719020843506
137,2.729077100753784,19.58963966369629
138,2.5841782093048096,19.64761734008789
139,2.500685453414917,38.567012786865234
140,2.784304141998291,36.758399963378906
141,2.7742207050323486,15.554020881652832
142,2.511702060699463,17.673980712890625
143,2.60487699508667,14.594748497009277
144,2.470911979675293,26.7291259765625
145,2.6600513458251953,5.744433879852295
146,2.5930025577545166,6.546254634857178
147,2.5000357627868652,15.13237476348877
148,2.4822630882263184,44.81081771850586
149,2.7115557193756104,17.714035034179688
150,2.4583775997161865,21.17995262145996
151,2.4125237464904785,8.749746322631836
152,2.4866185188293457,15.00235652923584
153,2.508061408996582,6.787806034088135
154,2.5352530479431152,6.872841835021973
155,2.572303533554077,15.185873031616211
156,2.458207130432129,26.64727783203125
157,2.4894509315490723,5.310564994812012
158,2.6661171913146973,11.750953674316406
159,2.509293556213379,14.877135276794434
160,2.423693895339966,7.585579872131348
161,2.5775272846221924,30.708093643188477
162,2.5319957733154297,16.854209899902344
163,2.4120700359344482,15.714756965637207
164,2.3839118480682373,15.92751693725586
165,2.4613800048828125,15.518431663513184
166,2.48620867729187,7.665554523468018
167,2.5203781127929688,16.126195907592773
168,2.4500765800476074,17.82556915283203
169,2.394831418991089,14.36279010772705
170,2.4441299438476562,6.742485523223877
171,2.5130245685577393,17.9952335357666
172,2.354750633239746,15.964459419250488
173,2.491811513900757,11.692452430725098
174,2.3821957111358643,11.20944881439209
175,2.409479856491089,20.35793113708496
176,2.400258779525757,19.259124755859375
177,2.4205727577209473,14.73049259185791
178,2.4502017498016357,22.937490463256836
179,2.402162551879883,11.372679710388184
180,2.4171578884124756,19.052074432373047
181,2.4114115238189697,24.614383697509766
182,2.3970272541046143,14.920431137084961
183,2.3953917026519775,10.494499206542969
184,2.4399971961975098,21.886960983276367
185,2.3801777362823486,14.932806015014648
186,2.4271891117095947,6.726304054260254
187,2.5296523571014404,30.937192916870117
188,2.567751407623291,15.072867393493652
189,2.384953260421753,14.12150764465332
190,2.3565754890441895,22.413381576538086
191,2.415250778198242,12.970008850097656
192,2.357292652130127,16.681848526000977
193,2.3591535091400146,10.16854476928711
194,2.380934000015259,11.1316556930542
195,2.4527347087860107,10.387800216674805
196,2.438227891921997,11.408926963806152
197,2.3792402744293213,14.212906837463379
198,2.4024572372436523,12.141053199768066
199,2.3400652408599854,10.809624671936035
